filename,label
datasets/phase1/p1/train/000001.jpg,1
datasets/phase1/p1/train/000002.jpg,1
datasets/phase1/p1/train/000003.jpg,1
datasets/phase1/p1/train/000004.jpg,1
datasets/phase1/p1/train/000005.jpg,1
datasets/phase1/p1/train/000006.jpg,1
datasets/phase1/p1/train/000007.jpg,1
datasets/phase1/p1/train/000008.jpg,1
datasets/phase1/p1/train/000009.jpg,1
datasets/phase1/p1/train/000010.jpg,1
datasets/phase1/p1/train/000011.jpg,1
datasets/phase1/p1/train/000012.jpg,1
datasets/phase1/p1/train/000013.jpg,1
datasets/phase1/p1/train/000014.jpg,1
datasets/phase1/p1/train/000015.jpg,1
datasets/phase1/p1/train/000016.jpg,1
datasets/phase1/p1/train/000017.jpg,1
datasets/phase1/p1/train/000018.jpg,1
datasets/phase1/p1/train/000019.jpg,1
datasets/phase1/p1/train/000020.jpg,1
datasets/phase1/p1/train/000021.jpg,1
datasets/phase1/p1/train/000022.jpg,1
datasets/phase1/p1/train/000023.jpg,1
datasets/phase1/p1/train/000024.jpg,1
datasets/phase1/p1/train/000025.jpg,1
datasets/phase1/p1/train/000026.jpg,1
datasets/phase1/p1/train/000027.jpg,1
datasets/phase1/p1/train/000028.jpg,1
datasets/phase1/p1/train/000029.jpg,1
datasets/phase1/p1/train/000030.jpg,1
datasets/phase1/p1/train/000031.jpg,1
datasets/phase1/p1/train/000032.jpg,1
datasets/phase1/p1/train/000033.jpg,1
datasets/phase1/p1/train/000034.jpg,1
datasets/phase1/p1/train/000035.jpg,1
datasets/phase1/p1/train/000036.jpg,1
datasets/phase1/p1/train/000037.jpg,1
datasets/phase1/p1/train/000038.jpg,1
datasets/phase1/p1/train/000039.jpg,1
datasets/phase1/p1/train/000040.jpg,1
datasets/phase1/p1/train/000041.jpg,1
datasets/phase1/p1/train/000042.jpg,1
datasets/phase1/p1/train/000043.jpg,1
datasets/phase1/p1/train/000044.jpg,1
datasets/phase1/p1/train/000045.jpg,1
datasets/phase1/p1/train/000046.jpg,1
datasets/phase1/p1/train/000047.jpg,1
datasets/phase1/p1/train/000048.jpg,1
datasets/phase1/p1/train/000049.jpg,1
datasets/phase1/p1/train/000050.jpg,1
datasets/phase1/p1/train/000051.jpg,1
datasets/phase1/p1/train/000052.jpg,1
datasets/phase1/p1/train/000053.jpg,1
datasets/phase1/p1/train/000054.jpg,1
datasets/phase1/p1/train/000055.jpg,1
datasets/phase1/p1/train/000056.jpg,1
datasets/phase1/p1/train/000057.jpg,1
datasets/phase1/p1/train/000058.jpg,1
datasets/phase1/p1/train/000059.jpg,1
datasets/phase1/p1/train/000060.jpg,1
datasets/phase1/p1/train/000061.jpg,1
datasets/phase1/p1/train/000062.jpg,1
datasets/phase1/p1/train/000063.jpg,1
datasets/phase1/p1/train/000064.jpg,1
datasets/phase1/p1/train/000065.jpg,1
datasets/phase1/p1/train/000066.jpg,1
datasets/phase1/p1/train/000067.jpg,1
datasets/phase1/p1/train/000068.jpg,1
datasets/phase1/p1/train/000069.jpg,1
datasets/phase1/p1/train/000070.jpg,1
datasets/phase1/p1/train/000071.jpg,1
datasets/phase1/p1/train/000072.jpg,1
datasets/phase1/p1/train/000073.jpg,1
datasets/phase1/p1/train/000074.jpg,1
datasets/phase1/p1/train/000075.jpg,1
datasets/phase1/p1/train/000076.jpg,1
datasets/phase1/p1/train/000077.jpg,1
datasets/phase1/p1/train/000078.jpg,1
datasets/phase1/p1/train/000079.jpg,1
datasets/phase1/p1/train/000080.jpg,1
datasets/phase1/p1/train/000081.jpg,1
datasets/phase1/p1/train/000082.jpg,1
datasets/phase1/p1/train/000083.jpg,1
datasets/phase1/p1/train/000084.jpg,1
datasets/phase1/p1/train/000085.jpg,1
datasets/phase1/p1/train/000086.jpg,1
datasets/phase1/p1/train/000087.jpg,1
datasets/phase1/p1/train/000088.jpg,1
datasets/phase1/p1/train/000089.jpg,1
datasets/phase1/p1/train/000090.jpg,1
datasets/phase1/p1/train/000091.jpg,1
datasets/phase1/p1/train/000092.jpg,1
datasets/phase1/p1/train/000093.jpg,1
datasets/phase1/p1/train/000094.jpg,1
datasets/phase1/p1/train/000095.jpg,1
datasets/phase1/p1/train/000096.jpg,1
datasets/phase1/p1/train/000097.jpg,1
datasets/phase1/p1/train/000098.jpg,1
datasets/phase1/p1/train/000099.jpg,1
datasets/phase1/p1/train/000100.jpg,1
datasets/phase1/p1/train/000101.jpg,1
datasets/phase1/p1/train/000102.jpg,1
datasets/phase1/p1/train/000103.jpg,1
datasets/phase1/p1/train/000104.jpg,1
datasets/phase1/p1/train/000105.jpg,1
datasets/phase1/p1/train/000106.jpg,1
datasets/phase1/p1/train/000107.jpg,1
datasets/phase1/p1/train/000108.jpg,1
datasets/phase1/p1/train/000109.jpg,1
datasets/phase1/p1/train/000110.jpg,1
datasets/phase1/p1/train/000111.jpg,1
datasets/phase1/p1/train/000112.jpg,1
datasets/phase1/p1/train/000113.jpg,1
datasets/phase1/p1/train/000114.jpg,1
datasets/phase1/p1/train/000115.jpg,1
datasets/phase1/p1/train/000116.jpg,1
datasets/phase1/p1/train/000117.jpg,1
datasets/phase1/p1/train/000118.jpg,1
datasets/phase1/p1/train/000119.jpg,1
datasets/phase1/p1/train/000120.jpg,1
datasets/phase1/p1/train/000121.jpg,1
datasets/phase1/p1/train/000122.jpg,1
datasets/phase1/p1/train/000123.jpg,1
datasets/phase1/p1/train/000124.jpg,1
datasets/phase1/p1/train/000125.jpg,1
datasets/phase1/p1/train/000126.jpg,1
datasets/phase1/p1/train/000127.jpg,1
datasets/phase1/p1/train/000128.jpg,1
datasets/phase1/p1/train/000129.jpg,1
datasets/phase1/p1/train/000130.jpg,1
datasets/phase1/p1/train/000131.jpg,1
datasets/phase1/p1/train/000132.jpg,1
datasets/phase1/p1/train/000133.jpg,1
datasets/phase1/p1/train/000134.jpg,1
datasets/phase1/p1/train/000135.jpg,1
datasets/phase1/p1/train/000136.jpg,1
datasets/phase1/p1/train/000137.jpg,1
datasets/phase1/p1/train/000138.jpg,1
datasets/phase1/p1/train/000139.jpg,1
datasets/phase1/p1/train/000140.jpg,1
datasets/phase1/p1/train/000141.jpg,1
datasets/phase1/p1/train/000142.jpg,1
datasets/phase1/p1/train/000143.jpg,1
datasets/phase1/p1/train/000144.jpg,1
datasets/phase1/p1/train/000145.jpg,1
datasets/phase1/p1/train/000146.jpg,1
datasets/phase1/p1/train/000147.jpg,1
datasets/phase1/p1/train/000148.jpg,1
datasets/phase1/p1/train/000149.jpg,1
datasets/phase1/p1/train/000150.jpg,1
datasets/phase1/p1/train/000151.jpg,1
datasets/phase1/p1/train/000152.jpg,1
datasets/phase1/p1/train/000153.jpg,1
datasets/phase1/p1/train/000154.jpg,1
datasets/phase1/p1/train/000155.jpg,1
datasets/phase1/p1/train/000156.jpg,1
datasets/phase1/p1/train/000157.jpg,1
datasets/phase1/p1/train/000158.jpg,1
datasets/phase1/p1/train/000159.jpg,1
datasets/phase1/p1/train/000160.jpg,1
datasets/phase1/p1/train/000161.jpg,1
datasets/phase1/p1/train/000162.jpg,1
datasets/phase1/p1/train/000163.jpg,1
datasets/phase1/p1/train/000164.jpg,1
datasets/phase1/p1/train/000165.jpg,1
datasets/phase1/p1/train/000166.jpg,1
datasets/phase1/p1/train/000167.jpg,1
datasets/phase1/p1/train/000168.jpg,1
datasets/phase1/p1/train/000169.jpg,1
datasets/phase1/p1/train/000170.jpg,1
datasets/phase1/p1/train/000171.jpg,1
datasets/phase1/p1/train/000172.jpg,1
datasets/phase1/p1/train/000173.jpg,1
datasets/phase1/p1/train/000174.jpg,1
datasets/phase1/p1/train/000175.jpg,1
datasets/phase1/p1/train/000176.jpg,1
datasets/phase1/p1/train/000177.jpg,1
datasets/phase1/p1/train/000178.jpg,1
datasets/phase1/p1/train/000179.jpg,1
datasets/phase1/p1/train/000180.jpg,1
datasets/phase1/p1/train/000181.jpg,1
datasets/phase1/p1/train/000182.jpg,1
datasets/phase1/p1/train/000183.jpg,1
datasets/phase1/p1/train/000184.jpg,1
datasets/phase1/p1/train/000185.jpg,1
datasets/phase1/p1/train/000186.jpg,1
datasets/phase1/p1/train/000187.jpg,1
datasets/phase1/p1/train/000188.jpg,1
datasets/phase1/p1/train/000189.jpg,1
datasets/phase1/p1/train/000190.jpg,1
