filename,label
datasets/phase1/p2.1/train/000001.jpg,1
datasets/phase1/p2.1/train/000002.jpg,1
datasets/phase1/p2.1/train/000003.jpg,1
datasets/phase1/p2.1/train/000004.jpg,1
datasets/phase1/p2.1/train/000005.jpg,1
datasets/phase1/p2.1/train/000006.jpg,1
datasets/phase1/p2.1/train/000007.jpg,1
datasets/phase1/p2.1/train/000008.jpg,1
datasets/phase1/p2.1/train/000009.jpg,1
datasets/phase1/p2.1/train/000010.jpg,1
datasets/phase1/p2.1/train/000011.jpg,1
datasets/phase1/p2.1/train/000012.jpg,1
datasets/phase1/p2.1/train/000013.jpg,1
datasets/phase1/p2.1/train/000014.jpg,1
datasets/phase1/p2.1/train/000015.jpg,1
datasets/phase1/p2.1/train/000016.jpg,1
datasets/phase1/p2.1/train/000017.jpg,1
datasets/phase1/p2.1/train/000018.jpg,1
datasets/phase1/p2.1/train/000019.jpg,1
datasets/phase1/p2.1/train/000020.jpg,1
datasets/phase1/p2.1/train/000021.jpg,1
datasets/phase1/p2.1/train/000022.jpg,1
datasets/phase1/p2.1/train/000023.jpg,1
datasets/phase1/p2.1/train/000024.jpg,1
datasets/phase1/p2.1/train/000025.jpg,1
datasets/phase1/p2.1/train/000026.jpg,1
datasets/phase1/p2.1/train/000027.jpg,1
datasets/phase1/p2.1/train/000028.jpg,1
datasets/phase1/p2.1/train/000029.jpg,1
datasets/phase1/p2.1/train/000030.jpg,1
datasets/phase1/p2.1/train/000031.jpg,1
datasets/phase1/p2.1/train/000032.jpg,1
datasets/phase1/p2.1/train/000033.jpg,1
datasets/phase1/p2.1/train/000034.jpg,1
datasets/phase1/p2.1/train/000035.jpg,1
datasets/phase1/p2.1/train/000036.jpg,1
datasets/phase1/p2.1/train/000037.jpg,1
datasets/phase1/p2.1/train/000038.jpg,1
datasets/phase1/p2.1/train/000039.jpg,1
datasets/phase1/p2.1/train/000040.jpg,1
datasets/phase1/p2.1/train/000041.jpg,1
datasets/phase1/p2.1/train/000042.jpg,1
datasets/phase1/p2.1/train/000043.jpg,1
datasets/phase1/p2.1/train/000044.jpg,1
datasets/phase1/p2.1/train/000045.jpg,1
datasets/phase1/p2.1/train/000046.jpg,1
datasets/phase1/p2.1/train/000047.jpg,1
